timestamp,Daily_kWh
2024-04-02,494.6238867438881
2024-04-03,462.8693506502957
2024-04-04,231.1021464492084
2024-04-05,214.96817351666738
2024-04-06,548.1031545252112
2024-04-07,964.6377730995022
2024-04-08,820.1730962631412
2024-04-09,827.6518699916497
2024-04-10,739.4015151076662
2024-04-11,423.83514164459604
2024-04-12,195.64235033461028
2024-04-13,737.0925827364379
2024-04-14,414.4444678411458
2024-04-15,881.3284064342433
2024-04-16,844.8631254595973
2024-04-17,304.23974186825535
2024-04-18,737.5985429499556
2024-04-19,649.4978065762772
2024-04-20,756.5371298931
2024-04-21,338.74473514002034
2024-04-22,858.3433508281657
2024-04-23,850.0565659788501
2024-04-24,426.61109990568883
2024-04-25,863.286071973879
2024-04-26,954.7218665138953
2024-04-27,164.05669542559409
2024-04-28,791.3001640622119
2024-04-29,240.59904604974076
2024-04-30,624.2962574170082
2024-05-01,794.8020304264393
2024-05-02,809.4175024782301
2024-05-03,776.0386208660168
2024-05-04,500.36492451409026
2024-05-05,793.2215228156654
2024-05-06,940.9925511270756
2024-05-07,771.0436296947593
2024-05-08,793.1472919879865
2024-05-09,765.2787650246415
2024-05-10,485.19882675849414
2024-05-11,369.89332282863654
2024-05-12,809.9952490159328
2024-05-13,707.4215694380887
2024-05-14,620.8451025606217
2024-05-15,371.6969394839262
2024-05-16,668.8657870601289
2024-05-17,702.6360880558269
2024-05-18,852.3046309079244
2024-05-19,854.550336547823
2024-05-20,478.5322110890871
2024-05-21,893.8106780856127
2024-05-22,191.3495301358911
2024-05-23,344.1890495534552
2024-05-24,924.8036998276291
2024-05-25,541.6986353267101
2024-05-26,646.1539576222302
2024-05-27,375.86911992364713
2024-05-28,632.4241008916704
2024-05-29,883.8682840516825
2024-05-30,812.1944826898539
2024-05-31,797.4169714805784
2024-06-01,867.5257865858119
2024-06-02,840.2290882562565
2024-06-03,633.2150437927208
2024-06-04,736.769497269186
2024-06-05,680.3169551995138
2024-06-06,239.4148135121761
2024-06-07,326.7999327557098
2024-06-08,935.3264239694258
2024-06-09,426.53596565584957
2024-06-10,870.8544667142083
2024-06-11,868.6207162122597
2024-06-12,214.57365684754495
2024-06-13,903.9066293100268
2024-06-14,887.621880129506
2024-06-15,850.3732552417121
2024-06-16,311.90876504283386
2024-06-17,295.1874559593366
2024-06-18,265.5721657549749
2024-06-19,384.3839760743077
2024-06-20,561.1754968490815
2024-06-21,745.2222268344802
2024-06-22,804.4493617466098
2024-06-23,894.4894198281978
2024-06-24,766.350565500333
2024-06-25,143.0521907579832
2024-06-26,332.231168243065
2024-06-27,236.7150867006145
2024-06-28,970.7196237287858
2024-06-29,938.5493482723299
2024-06-30,556.8687014402317
2024-07-01,1036.1998909392523
2024-07-02,427.55778370007715
2024-07-03,821.1571996563371
2024-07-04,918.9451035251702
2024-07-05,792.1927799963312
2024-07-06,854.302930483087
2024-07-07,821.225932825329
2024-07-08,674.0779885547818
2024-07-09,593.0597190178661
2024-07-10,657.5997000549958
2024-07-11,299.88580040806687
2024-07-12,210.25266552177803
2024-07-13,742.0968485727198
2024-07-14,863.23199975258
2024-07-15,760.9960243456966
2024-07-16,762.5361918935113
2024-07-17,658.8158922874653
2024-07-18,722.1474927661038
2024-07-19,832.201957661549
2024-07-20,629.5144839546176
2024-07-21,897.631630071618
2024-07-22,756.2800767628511
2024-07-23,509.94566449008886
2024-07-24,777.6960742924005
2024-07-25,373.7857696436637
2024-07-26,800.0921069825944
2024-07-27,363.27383955535265
2024-07-28,467.6401131565284
2024-07-29,736.5512713991961
2024-07-30,887.3621064942587
2024-07-31,630.2899176020666
2024-08-01,888.4543216291199
2024-08-02,250.4271128364912
2024-08-03,269.7008808320318
2024-08-04,605.7573242061808
2024-08-05,307.75983937246144
2024-08-06,797.1750320261625
2024-08-07,892.5835165999935
2024-08-08,667.8692357276628
2024-08-09,473.46314275270817
2024-08-10,495.5993608267134
2024-08-11,647.7151444961936
2024-08-12,745.2925834778999
2024-08-13,821.8938135673757
2024-08-14,825.0135884135507
2024-08-15,801.005046708495
2024-08-16,207.01057747936622
2024-08-17,876.3584973208523
2024-08-18,728.4512978393052
2024-08-19,631.8412556806571
2024-08-20,309.50089657036006
2024-08-21,640.9734038999171
2024-08-22,591.6328708986726
2024-08-23,285.22362560604904
2024-08-24,678.4763122825412
2024-08-25,757.4696072738697
2024-08-26,663.2826279539576
2024-08-27,487.45153680982514
2024-08-28,537.9631107593277
2024-08-29,732.9364831816342
2024-08-30,316.37526117299
2024-08-31,318.486937862385
2024-09-01,177.4338391189627
2024-09-02,596.4763977758354
2024-09-03,502.23739061888875
2024-09-04,565.5463191149186
2024-09-05,845.2201133063163
2024-09-06,921.5638293300294
2024-09-07,818.1029901372848
2024-09-08,822.7160563239552
2024-09-09,304.5668821041084
2024-09-10,743.3859330980655
2024-09-11,731.7077452558922
2024-09-12,496.4984599987049
2024-09-13,461.44096569196887
2024-09-14,769.8794214983259
2024-09-15,804.1233354152237
2024-09-16,583.5799960898426
2024-09-17,485.15053845494475
2024-09-18,182.2095562031334
2024-09-19,298.73142806475306
2024-09-20,736.100158918598
2024-09-21,751.915027188017
2024-09-22,689.329752025429
2024-09-23,788.4411150609293
2024-09-24,372.0769580092235
2024-09-25,350.990314401665
2024-09-26,706.9670802154275
2024-09-27,544.6784675661612
2024-09-28,743.3140461153267
2024-09-29,184.74551490592617
2024-09-30,192.84735991866455
2024-10-01,657.2186624956621
2024-10-02,743.8882429717108
2024-10-03,800.7230895195837
2024-10-04,610.0496028142945
2024-10-05,509.8093853035676
2024-10-06,734.472528264452
2024-10-07,743.9845300087756
2024-10-08,674.3472155496285
2024-10-09,469.9192037064266
2024-10-10,852.2552035468557
2024-10-11,841.1172104958689
2024-10-12,815.5096293801795
2024-10-13,406.8994215233404
2024-10-14,452.3916301893189
2024-10-15,404.7904306958562
2024-10-16,187.22855434890795
2024-10-17,308.8683521358065
2024-10-18,891.8973668056384
2024-10-19,370.0227539200959
2024-10-20,553.5360781550582
2024-10-21,170.33975526498511
2024-10-22,169.7677359059052
2024-10-23,706.35589252038
2024-10-24,196.28311019683628
2024-10-25,677.6860629183337
2024-10-26,655.8852270504381
2024-10-27,883.2127619440209
2024-10-28,455.4082817092284
2024-10-29,617.0646692688301
2024-10-30,550.6198291495499
2024-10-31,448.4536235136688
2024-11-01,890.150596203581
2024-11-02,164.6861885419112
2024-11-03,654.3943469656812
2024-11-04,429.41802647734806
2024-11-05,750.9930248785739
2024-11-06,444.02319912486104
2024-11-07,852.9302393543675
2024-11-08,907.5046990984249
2024-11-09,612.5544543765084
2024-11-10,758.995603867653
2024-11-11,464.4533793787532
2024-11-12,645.2367350165988
2024-11-13,575.2913878148821
2024-11-14,225.31689628313592
2024-11-15,298.44051387088314
2024-11-16,681.9692275039025
2024-11-17,825.4990186644476
2024-11-18,658.4395155241896
2024-11-19,721.5989156107782
2024-11-20,763.6685161017875
2024-11-21,201.28792113524784
2024-11-22,639.4183355356439
2024-11-23,510.31561512875265
2024-11-24,860.910296668639
2024-11-25,443.9140200231779
2024-11-26,960.7291361116144
2024-11-27,814.9902322720765
2024-11-28,521.4720996119635
2024-11-29,892.7007913010015
2024-11-30,499.8947262437822
2024-12-01,277.0827595324365
2024-12-02,919.7602982121892
2024-12-03,661.2659223490759
2024-12-04,876.9056940036305
2024-12-05,897.6518150943795
2024-12-06,444.00057773385544
2024-12-07,892.5345330801192
2024-12-08,587.2410111280233
2024-12-09,548.6255407271107
2024-12-10,817.1149728152628
2024-12-11,853.5231719551566
2024-12-12,501.10523740991295
2024-12-13,263.2834309730806
2024-12-14,741.7365949650547
2024-12-15,166.7530918493161
2024-12-16,296.84847401316966
2024-12-17,840.5212094789579
2024-12-18,256.8807645517721
2024-12-19,122.48075887669462
2024-12-20,591.0182853188196
2024-12-21,974.9553556506856
2024-12-22,833.2666035827506
2024-12-23,396.6588731571084
2024-12-24,860.2093648858969
2024-12-25,956.4233502017119
2024-12-26,895.7472586941913
2024-12-27,141.8536220713779
2024-12-28,276.98379241864683
2024-12-29,551.3944780368824
2024-12-30,154.02829892475808
2024-12-31,738.836187103505
2025-01-01,373.14190636106434
2025-01-02,904.0518990617239
2025-01-03,404.7897105771195
2025-01-04,588.1610222514369
2025-01-05,764.4938846693203
2025-01-06,800.110399016474
2025-01-07,234.78418723119256
2025-01-08,858.2051704729644
2025-01-09,751.8015774192563
2025-01-10,452.5560873528584
2025-01-11,759.5858931697691
2025-01-12,481.98226950624957
2025-01-13,199.87107661994543
2025-01-14,852.0929605719537
2025-01-15,774.2777527945211
2025-01-16,266.0382243478407
2025-01-17,659.9111244455418
2025-01-18,810.7991117753295
2025-01-19,674.0696561863367
2025-01-20,678.0001016796182
2025-01-21,398.90671687951084
2025-01-22,199.101230234831
2025-01-23,735.7072620446971
2025-01-24,208.1812186697688
2025-01-25,740.4050656920191
2025-01-26,657.5254407071726
2025-01-27,937.776775653349
2025-01-28,183.21118054368924
2025-01-29,723.8026313364776
2025-01-30,790.5806562503573
2025-01-31,541.7890238925646
2025-02-01,768.5486204536503
2025-02-02,511.1592713763719
2025-02-03,709.7783908812332
2025-02-04,453.4947694233633
2025-02-05,792.5222641990425
2025-02-06,593.2730243001159
2025-02-07,177.08704458127963
2025-02-08,407.98981872950156
2025-02-09,641.9199402272219
2025-02-10,997.6186151691311
2025-02-11,671.8970975697041
2025-02-12,176.22199440973475
2025-02-13,549.4585807084886
2025-02-14,551.8520234737299
2025-02-15,817.2217570250285
2025-02-16,482.5536280805878
2025-02-17,590.9913368503776
2025-02-18,764.5599679699734
2025-02-19,757.8297628053231
2025-02-20,726.4983127438929
2025-02-21,591.7629740937344
2025-02-22,161.06763282169058
2025-02-23,958.3282798212024
2025-02-24,362.1388871303555
2025-02-25,921.0056835165315
2025-02-26,666.4598944245221
2025-02-27,895.9754402154474
2025-02-28,191.7845231237201
2025-03-01,901.506205525116
2025-03-02,463.8335670226343
2025-03-03,866.5732572372349
2025-03-04,636.866297066672
2025-03-05,823.7275019752002
2025-03-06,820.1056515853302
2025-03-07,752.2112207900011
2025-03-08,743.5325181880584
2025-03-09,904.6743923762082
2025-03-10,886.4785268987554
2025-03-11,666.0325111968514
2025-03-12,837.8303062072182
2025-03-13,554.0187463455601
2025-03-14,343.18915916414636
2025-03-15,672.5326663562872
2025-03-16,794.2367617493635
2025-03-17,301.0484498951237
2025-03-18,647.2140297698661
2025-03-19,854.1958915322028
2025-03-20,411.6463400882237
2025-03-21,837.7657253991587
2025-03-22,815.0625535730915
2025-03-23,329.99378758257734
2025-03-24,456.1015681964084
2025-03-25,552.5235156597607
2025-03-26,904.2204545187589
2025-03-27,786.8234780048336
2025-03-28,179.46017279033688
2025-03-29,635.8743641657163
2025-03-30,941.8787579457841
2025-03-31,834.7370090469637
2025-04-01,194.77194192639033
2025-04-02,814.3975845886529
2025-04-03,197.52075771920218
2025-04-04,538.8213081874412
2025-04-05,824.4915259610909
2025-04-06,775.6190468941619
2025-04-07,715.3225807956967
2025-04-08,779.2181721428987
2025-04-09,310.8130299443792
2025-04-10,858.3695652591422
2025-04-11,746.2501520346473
2025-04-12,978.6161750069441
2025-04-13,202.46151796877402
2025-04-14,957.1951589180755
2025-04-15,477.5966313232331
2025-04-16,473.44236785635735
2025-04-17,380.5497584923407
2025-04-18,812.0411485768154
2025-04-19,573.6760614007646
2025-04-20,760.5017465205966
2025-04-21,758.38993128988
2025-04-22,831.940318851877
2025-04-23,907.857050883148
2025-04-24,235.8349557914165
2025-04-25,786.4235561300222
2025-04-26,729.3673350179407
2025-04-27,805.7602780736248
2025-04-28,552.5391928174924
2025-04-29,616.7677137420411
2025-04-30,280.54329950306465
2025-05-01,337.5508519069036
2025-05-02,832.6608581754468
2025-05-03,611.7847075725325
2025-05-04,697.1311090081934
2025-05-05,828.7783499979829
2025-05-06,887.4808923497657
2025-05-07,672.1068846934238
2025-05-08,815.1565596081384
2025-05-09,893.6697891593979
2025-05-10,699.7149622666203
2025-05-11,888.5244186430309
2025-05-12,632.1403736332259
2025-05-13,766.4927184805991
2025-05-14,908.3740263895501
2025-05-15,758.6313438270455
2025-05-16,638.2182285890566
2025-05-17,594.5614195925012
2025-05-18,918.4931410491077
2025-05-19,351.7412788078046
2025-05-20,209.68745515993814
2025-05-21,509.63148359016014
2025-05-22,836.1477193773583
2025-05-23,785.7573682154684
2025-05-24,800.5732587897849
2025-05-25,641.4287358212371
2025-05-26,567.12776325822
2025-05-27,447.3959840542829
2025-05-28,729.037384474517
2025-05-29,801.1904580199252
2025-05-30,444.4960040771867
2025-05-31,287.97692336547607
2025-06-01,267.655127012427
2025-06-02,844.2797682115304
2025-06-03,884.8915982225419
2025-06-04,862.6724746235825
2025-06-05,614.8634507021618
2025-06-06,453.8020999990273
2025-06-07,515.6181044219271
2025-06-08,586.5990237549606
2025-06-09,595.4870331990555
2025-06-10,876.7764769829035
2025-06-11,867.5581854949286
2025-06-12,679.9900180338673
2025-06-13,561.137847642131
2025-06-14,947.9786622157108
2025-06-15,950.6680659071044
2025-06-16,548.0076265878141
2025-06-17,232.84918551472003
2025-06-18,243.71739321355327
2025-06-19,781.447294012324
2025-06-20,914.8087051911176
2025-06-21,1015.4815010468755
2025-06-22,872.1602229023856
2025-06-23,894.5735614168825
2025-06-24,498.26220724337065
2025-06-25,527.8860211312553
2025-06-26,496.3892430623483
2025-06-27,327.153464496687
2025-06-28,856.3247313552596
2025-06-29,772.2415553766001
2025-06-30,584.661028857379
2025-07-01,836.5047635784455
2025-07-02,840.2254631346863
2025-07-03,818.1059187674844
2025-07-04,373.2344712631142
2025-07-05,680.5152501644102
2025-07-06,313.4261854217352
2025-07-07,240.3729997619371
2025-07-08,650.1396370668042
2025-07-09,866.1213074172266
2025-07-10,246.00576051789542
2025-07-11,853.3618914084324
2025-07-12,185.9359148508141
2025-07-13,597.4489362870206
2025-07-14,943.8269272857608
2025-07-15,796.0970706898041
2025-07-16,781.099191300612
2025-07-17,325.6381074131514
2025-07-18,289.0452528339508
2025-07-19,836.815121725712
2025-07-20,220.2240507460203
2025-07-21,214.28819220029908
2025-07-22,703.371188577521
2025-07-23,780.6619127116218
2025-07-24,750.4879321063978
2025-07-25,345.2654893000366
2025-07-26,406.8905647987648
2025-07-27,861.9855407825856
2025-07-28,838.2180449980166
2025-07-29,882.9177508006293
2025-07-30,932.2878263774168
2025-07-31,664.9655681611252
2025-08-01,558.5201673543869
2025-08-02,791.0134884449166
2025-08-03,461.2208935703129
2025-08-04,732.3074511032044
2025-08-05,445.07530737800346
2025-08-06,271.0916053715003
2025-08-07,421.0399787805154
2025-08-08,903.3315200703316
2025-08-09,742.4510108963201
2025-08-10,755.5095170127223
2025-08-11,797.8879597859972
2025-08-12,485.9280371836144
2025-08-13,834.8501110351133
2025-08-14,678.3251670688313
2025-08-15,504.0852713460702
2025-08-16,764.9868936033557
2025-08-17,451.6063708946542
2025-08-18,572.7030816090069
2025-08-19,214.8322907656927
2025-08-20,181.3826798631842
2025-08-21,691.519592706908
2025-08-22,168.2886053485764
2025-08-23,741.2218947162705
2025-08-24,861.2009744971122
2025-08-25,875.0112327122164
2025-08-26,752.59213168897
2025-08-27,195.78136824957753
2025-08-28,940.5477842441741
2025-08-29,502.2741002766182
2025-08-30,830.3782485405172
2025-08-31,711.1270026125052
2025-09-01,529.6802017987452
2025-09-02,661.1404065006634
2025-09-03,520.5758160989486
2025-09-04,824.7105805358897
2025-09-05,502.4488119640751
2025-09-06,405.8665859933772
2025-09-07,723.0328125359334
2025-09-08,851.074385527234
2025-09-09,746.1073522851681
2025-09-10,839.8677795304079
2025-09-11,792.5585802322912
2025-09-12,854.1190534025375
2025-09-13,173.0157321093865
2025-09-14,830.3711876310206
2025-09-15,190.8877794359349
2025-09-16,671.6250268571837
2025-09-17,895.7595074727918
2025-09-18,379.03642891093153
2025-09-19,910.3733532102258
2025-09-20,640.1673347736593
2025-09-21,821.7155572857449
2025-09-22,545.3143944402285
2025-09-23,296.15641442059314
2025-09-24,808.9887628265087
2025-09-25,649.6846221001897
2025-09-26,746.5469910893337
2025-09-27,765.9006044418973
2025-09-28,698.9446554398762
2025-09-29,221.72097483089357
2025-09-30,889.8962092309937
2025-10-01,971.789561052905
2025-10-02,755.1372403884569
2025-10-03,774.9909476238317
2025-10-04,364.8614215057949
2025-10-05,1001.833009662464
2025-10-06,691.6184519891447
2025-10-07,493.9793370068027
2025-10-08,399.0417628848155
2025-10-09,336.02697697677416
2025-10-10,661.3059445043957
2025-10-11,724.7052453374598
2025-10-12,472.129662011899
2025-10-13,851.5278554886886
2025-10-14,843.8229972065797
2025-10-15,801.2484864796673
2025-10-16,677.0844978005907
2025-10-17,650.8040435985243
2025-10-18,816.2216227983042
2025-10-19,669.6806651378042
2025-10-20,838.1788045941488
2025-10-21,833.3751356406016
2025-10-22,687.5481362800315
2025-10-23,796.5415251182411
2025-10-24,213.10756314682266
2025-10-25,661.946730545181
2025-10-26,299.999835250821
2025-10-27,893.3902084197332
2025-10-28,744.6084059614137
2025-10-29,551.3115369630841
2025-10-30,173.6274328774624
2025-10-31,548.235215855011
2025-11-01,694.7280611491907
2025-11-02,736.8227893112859
2025-11-03,914.6855021386435
2025-11-04,715.1719376872137
2025-11-05,866.8873600410244
2025-11-06,990.3699373572272
2025-11-07,327.4245788181281
2025-11-08,707.4478773606079
2025-11-09,821.4336562039207
2025-11-10,769.498824966935
2025-11-11,419.17519695587384
2025-11-12,714.4928753686406
2025-11-13,522.5823528267356
2025-11-14,682.2308649025646
2025-11-15,706.4363573030945
2025-11-16,778.4450985915772
2025-11-17,738.0451401559699
2025-11-18,805.3461337141682
2025-11-19,469.1999455017599
2025-11-20,450.38216728670545
2025-11-21,937.844118467749
2025-11-22,693.0087996238061
2025-11-23,415.14378687277383
2025-11-24,152.34932483609992
2025-11-25,664.1940864607409
2025-11-26,895.2866235316034
2025-11-27,642.4960841964848
2025-11-28,202.10456810295372
2025-11-29,519.5973609130756
2025-11-30,761.0571231410263
2025-12-01,377.01985624203263
2025-12-02,790.812479983049
2025-12-03,830.6516515333175
2025-12-04,839.6780324397889
2025-12-05,417.92355583958357
2025-12-06,429.1703054468029
2025-12-07,328.1545782304817
2025-12-08,905.4251965550305
2025-12-09,900.9449406976964
2025-12-10,944.3596394281501
2025-12-11,864.9105516243944
2025-12-12,387.1920102394466
2025-12-13,291.53364412199016
2025-12-14,360.91596659988886
2025-12-15,386.49847226350516
2025-12-16,860.2858224102466
2025-12-17,176.93314912011985
2025-12-18,697.8812537463778
2025-12-19,593.4911402739081
2025-12-20,184.71536380128398
2025-12-21,505.1508201914013
2025-12-22,396.84918652672104
2025-12-23,870.4664679406627
2025-12-24,345.9599660532277
2025-12-25,243.60627555361026
2025-12-26,799.0189747202465
2025-12-27,562.927375259193
2025-12-28,815.8468995309102
2025-12-29,977.6508516153027
2025-12-30,164.31966964323797
2025-12-31,882.8508907574602
2026-01-01,697.013278322935
2026-01-02,892.2526034857707
2026-01-03,434.702597569255
2026-01-04,426.229010999333
2026-01-05,848.9707502973516
2026-01-06,733.2813850684531
2026-01-07,897.7765885203783
2026-01-08,714.33045357666
2026-01-09,877.9364708258211
2026-01-10,735.3906287019291
2026-01-11,864.4981887717506
2026-01-12,458.5934454127507
2026-01-13,253.24800854644639
2026-01-14,727.6462481895122
2026-01-15,812.0276368732494
2026-01-16,734.5432667410162
2026-01-17,302.11555671869786
2026-01-18,212.0874148077452
2026-01-19,727.1718000159344
2026-01-20,780.0334323029946
2026-01-21,772.4717258399926
2026-01-22,306.9426232871147
2026-01-23,386.5653915385004
2026-01-24,878.5307981665338
2026-01-25,906.0843398417761
2026-01-26,649.203676556313
2026-01-27,425.8909169274011
2026-01-28,699.8033461169841
2026-01-29,643.1056207593754
2026-01-30,190.50668745638376
2026-01-31,449.80406031493067
2026-02-01,921.912859454454
2026-02-02,654.9919638305468
2026-02-03,750.8894027208331
2026-02-04,752.4162857568919
2026-02-05,764.1473710430104
2026-02-06,675.6100030042734
2026-02-07,162.54918283420656
2026-02-08,321.84147275432383
2026-02-09,739.1416482996368
2026-02-10,688.6154201045233
2026-02-11,683.4544525947124
2026-02-12,699.7141408600858
2026-02-13,604.7743364493406
2026-02-14,860.5032454080687
2026-02-15,375.7276251665432
2026-02-16,280.94062494576593
2026-02-17,853.0195997547163
2026-02-18,560.5506125998298
2026-02-19,775.2516780391209
2026-02-20,810.621694839833
2026-02-21,829.3676963523453
2026-02-22,765.4405658625906
2026-02-23,603.8459178770324
2026-02-24,782.5782778720129
2026-02-25,875.8734154990535
2026-02-26,551.5382439629278
2026-02-27,335.96048860612103
2026-02-28,580.2431271381193
2026-03-01,747.5472004606313
2026-03-02,917.3972681526948
2026-03-03,843.9692815303622
2026-03-04,724.1184366252359
2026-03-05,798.2153730207791
2026-03-06,417.2070294465872
2026-03-07,786.8060692523418
2026-03-08,817.9229501278919
2026-03-09,167.57211736662958
2026-03-10,491.24985593100195
2026-03-11,633.7475212213212
2026-03-12,400.7407770202539
2026-03-13,729.3917997583244
2026-03-14,432.27330428270096
2026-03-15,853.6158628484908
2026-03-16,273.3540025335687
2026-03-17,725.0856703886792
2026-03-18,381.8361826743172
2026-03-19,829.1943886019181
2026-03-20,753.3779045724265
2026-03-21,642.0891038449328
2026-03-22,897.2156159777047
2026-03-23,698.3197314418239
2026-03-24,846.4331322441575
2026-03-25,636.0670780545229
2026-03-26,818.9142984123376
2026-03-27,450.776997982182
2026-03-28,803.6530485655776
2026-03-29,776.1319153765112
2026-03-30,861.7481900188349
2026-03-31,912.0398953052235
2026-04-01,444.12534936886595
2026-04-02,960.635899598344
2026-04-03,762.2747428803582
2026-04-04,476.6789680043553
2026-04-05,305.00668338214945
2026-04-06,878.4012954434402
2026-04-07,757.4301681779691
2026-04-08,482.7509739910777
2026-04-09,822.3738836615813
2026-04-10,189.9199049217667
2026-04-11,860.9117779499367
2026-04-12,772.1114237128612
2026-04-13,901.7911377204915
2026-04-14,792.0241011018339
2026-04-15,461.7608529442803
2026-04-16,901.6109485474741
2026-04-17,802.3755959961716
2026-04-18,416.1744800872587
2026-04-19,750.6421376443939
2026-04-20,778.9182938957509
2026-04-21,642.1004258815076
2026-04-22,322.7780558439733
2026-04-23,560.5268290231512
2026-04-24,435.2287536917909
2026-04-25,840.9096695729039
2026-04-26,790.3557459977934
2026-04-27,585.2892123605872
2026-04-28,942.3036994017677
2026-04-29,762.3755716905466
2026-04-30,702.9283587517983
2026-05-01,851.1311214606567
2026-05-02,627.8235988096286
2026-05-03,195.09753699765471
2026-05-04,835.314335482352
2026-05-05,765.8339925490159
2026-05-06,450.8027832184456
2026-05-07,699.859278567965
2026-05-08,842.5502522167503
2026-05-09,620.6415152141843
2026-05-10,858.3430206652852
2026-05-11,201.2805149507839
2026-05-12,755.0097944463814
2026-05-13,933.5520861259047
2026-05-14,789.5840865730056
2026-05-15,515.2024921076262
2026-05-16,448.4633636338314
2026-05-17,795.6406503241653
2026-05-18,543.3831989166669
2026-05-19,669.188727907551
2026-05-20,864.6590876314117
2026-05-21,741.8758673158004
2026-05-22,368.24510359573276
2026-05-23,219.10244185914902
2026-05-24,406.00158007773734
2026-05-25,249.07377334704708
2026-05-26,937.2127574801614
2026-05-27,874.3778628969867
2026-05-28,443.35739768394575
2026-05-29,749.7943579179475
2026-05-30,180.39654000208776
2026-05-31,893.3580014878461
2026-06-01,618.5726023497452
2026-06-02,881.4263726971454
2026-06-03,839.6151747943612
2026-06-04,869.4247625828884
2026-06-05,616.6134428605451
2026-06-06,201.17700747710103
2026-06-07,478.85620355499356
2026-06-08,790.2081960460573
2026-06-09,623.4574432880839
2026-06-10,332.6645009538295
2026-06-11,470.8864822250509
2026-06-12,480.27280941698825
2026-06-13,487.2588624280172
2026-06-14,568.7887764179802
2026-06-15,785.5224766250006
2026-06-16,482.0019948957699
2026-06-17,917.256525773205
2026-06-18,863.1869645804634
2026-06-19,270.7040649955024
2026-06-20,836.4709057249701
2026-06-21,292.8607042607922
2026-06-22,372.20135164339456
2026-06-23,454.9245058227814
2026-06-24,762.5325610812133
2026-06-25,200.42703943578013
2026-06-26,678.9378954858865
2026-06-27,193.81890469454797
2026-06-28,471.2394233940259
2026-06-29,810.9237449611987
2026-06-30,885.8641847855953
2026-07-01,190.49487076105063
2026-07-02,709.8816887212823
2026-07-03,802.924582259164
2026-07-04,436.4551898918752
2026-07-05,457.19004744576756
2026-07-06,179.36299655331493
2026-07-07,770.565596841209
2026-07-08,214.96442109937965
2026-07-09,498.6297347629126
2026-07-10,700.3091865395876
2026-07-11,1114.6635095305617
2026-07-12,940.814261335171
2026-07-13,456.53152833036063
2026-07-14,690.2640430624987
2026-07-15,744.5955593004704
2026-07-16,526.5581578325493
2026-07-17,736.9414070195422
2026-07-18,421.9782743349535
2026-07-19,769.7125558937415
2026-07-20,863.7734388915084
2026-07-21,734.3293748933685
2026-07-22,690.6046012984084
2026-07-23,811.9080098331631
2026-07-24,452.9519456149009
